Engine Fuel Type,Engine Cylinders,Transmission Type,Number of Doors,Vehicle Size,MSRP
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24365
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25865
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29065
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,29099
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,29099
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,27599
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,27599
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26270
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26170
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27920
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28170
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31920
regular unleaded,4.0,AUTOMATIC,4.0,Compact,33670
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24520
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22120
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29920
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22600
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31490
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29740
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26960
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28200
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25210
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26450
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25510
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27260
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26750
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23100
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31790
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30040
regular unleaded,4.0,AUTOMATIC,4.0,Compact,28500
regular unleaded,6.0,MANUAL,4.0,Compact,2000
regular unleaded,6.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,40580
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,41020
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,41820
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,31505
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31505
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31725
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31725
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32175
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32300
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37700
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40440
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38900
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31975
regular unleaded,4.0,AUTOMATIC,4.0,Compact,33725
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29645
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31395
regular unleaded,4.0,AUTOMATIC,4.0,Compact,34120
regular unleaded,4.0,AUTOMATIC,4.0,Compact,32370
regular unleaded,4.0,AUTOMATIC,4.0,Compact,31610
regular unleaded,4.0,AUTOMATIC,4.0,Compact,29860
regular unleaded,4.0,AUTOMATIC,4.0,Compact,30570
regular unleaded,4.0,AUTOMATIC,4.0,Compact,34830
regular unleaded,4.0,AUTOMATIC,4.0,Compact,32320
regular unleaded,4.0,AUTOMATIC,4.0,Compact,33080
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23450
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23590
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23600
premium unleaded (required),6.0,MANUAL,2.0,Compact,91900
premium unleaded (required),6.0,MANUAL,2.0,Compact,91900
premium unleaded (required),6.0,MANUAL,2.0,Compact,64000
premium unleaded (required),6.0,MANUAL,2.0,Compact,65500
premium unleaded (required),6.0,MANUAL,2.0,Compact,66800
premium unleaded (required),6.0,MANUAL,2.0,Compact,77100
premium unleaded (required),6.0,MANUAL,2.0,Compact,78600
premium unleaded (required),6.0,MANUAL,2.0,Compact,68300
premium unleaded (required),6.0,MANUAL,2.0,Compact,78750
premium unleaded (required),6.0,MANUAL,2.0,Compact,68750
premium unleaded (required),6.0,MANUAL,2.0,Compact,79980
premium unleaded (required),6.0,MANUAL,2.0,Compact,69980
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,6.0,AUTOMATIC,4.0,Compact,29835
regular unleaded,6.0,AUTOMATIC,4.0,Compact,28510
regular unleaded,6.0,AUTOMATIC,4.0,Compact,29835
regular unleaded,6.0,AUTOMATIC,4.0,Compact,32360
regular unleaded,6.0,AUTOMATIC,4.0,Compact,25985
regular unleaded,6.0,AUTOMATIC,4.0,Compact,32360
regular unleaded,6.0,AUTOMATIC,4.0,Compact,33065
regular unleaded,6.0,AUTOMATIC,4.0,Compact,35590
regular unleaded,6.0,AUTOMATIC,4.0,Compact,28210
regular unleaded,6.0,AUTOMATIC,4.0,Compact,35590
regular unleaded,6.0,AUTOMATIC,4.0,Compact,30735
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,52970
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43500
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,53235
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,41525
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,45205
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,43675
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,AUTOMATIC,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,AUTOMATIC,4.0,Compact,2000
regular unleaded,4.0,AUTOMATIC,4.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,2.0,Compact,2000
regular unleaded,4.0,MANUAL,4.0,Compact,21435
regular unleaded,4.0,MANUAL,4.0,Compact,16085
regular unleaded,4.0,MANUAL,4.0,Compact,14855
regular unleaded,4.0,MANUAL,4.0,Compact,18805
regular unleaded,4.0,MANUAL,4.0,Compact,14880
regular unleaded,4.0,MANUAL,4.0,Compact,16110
regular unleaded,4.0,MANUAL,4.0,Compact,18830
regular unleaded,4.0,MANUAL,4.0,Compact,21460
regular unleaded,4.0,MANUAL,4.0,Compact,15660
regular unleaded,4.0,MANUAL,4.0,Compact,21610
regular unleaded,4.0,MANUAL,4.0,Compact,14430
regular unleaded,6.0,MANUAL,2.0,Midsize,4677
regular unleaded,6.0,MANUAL,2.0,Midsize,5844
regular unleaded,6.0,MANUAL,2.0,Midsize,25475
regular unleaded,6.0,MANUAL,2.0,Midsize,18855
regular unleaded,6.0,MANUAL,2.0,Midsize,20050
regular unleaded,4.0,MANUAL,4.0,Compact,15650
regular unleaded,4.0,MANUAL,4.0,Compact,17560
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19925
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20925
regular unleaded,4.0,AUTOMATIC,4.0,Compact,16450
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18360
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21165
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20165
regular unleaded,4.0,AUTOMATIC,4.0,Compact,16690
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18600
regular unleaded,4.0,MANUAL,4.0,Compact,17800
regular unleaded,4.0,MANUAL,4.0,Compact,15890
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20265
regular unleaded,4.0,AUTOMATIC,4.0,Compact,16790
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21265
regular unleaded,4.0,MANUAL,4.0,Compact,17900
regular unleaded,4.0,MANUAL,4.0,Compact,15990
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18700
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,33095
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25095
regular unleaded,4.0,MANUAL,4.0,Midsize,24595
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28095
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30095
regular unleaded,4.0,MANUAL,4.0,Midsize,22195
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,28495
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23195
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28795
regular unleaded,4.0,MANUAL,4.0,Midsize,25295
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23395
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,29195
regular unleaded,4.0,MANUAL,4.0,Midsize,22395
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,33795
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25795
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30795
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,34295
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25995
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,29295
regular unleaded,4.0,MANUAL,4.0,Midsize,25495
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29195
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31295
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,23595
regular unleaded,4.0,MANUAL,4.0,Midsize,22595
regular unleaded,4.0,MANUAL,4.0,Compact,20890
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21890
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19690
regular unleaded,4.0,MANUAL,2.0,Compact,20590
regular unleaded,4.0,AUTOMATIC,2.0,Compact,21590
regular unleaded,4.0,MANUAL,2.0,Compact,20690
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21990
regular unleaded,4.0,AUTOMATIC,2.0,Compact,21690
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18090
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20390
regular unleaded,4.0,MANUAL,4.0,Compact,20990
regular unleaded,4.0,AUTOMATIC,4.0,Compact,19990
regular unleaded,4.0,AUTOMATIC,4.0,Compact,18090
regular unleaded,4.0,MANUAL,4.0,Compact,25890
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21990
premium unleaded (required),4.0,MANUAL,2.0,Compact,24700
premium unleaded (required),4.0,AUTOMATIC,2.0,Compact,28500
premium unleaded (required),4.0,MANUAL,2.0,Compact,27400
premium unleaded (required),4.0,AUTOMATIC,2.0,Compact,25800
premium unleaded (required),4.0,AUTOMATIC,2.0,Compact,31090
premium unleaded (required),4.0,AUTOMATIC,2.0,Compact,26000
premium unleaded (required),4.0,MANUAL,2.0,Compact,24900
premium unleaded (required),4.0,MANUAL,2.0,Compact,29990
premium unleaded (required),4.0,MANUAL,2.0,Compact,25305
premium unleaded (required),4.0,AUTOMATIC,2.0,Compact,30610
premium unleaded (required),4.0,MANUAL,2.0,Compact,29510
premium unleaded (required),4.0,AUTOMATIC,2.0,Compact,26405
regular unleaded,6.0,AUTOMATIC,4.0,Compact,24975
regular unleaded,6.0,AUTOMATIC,2.0,Compact,26370
regular unleaded,6.0,AUTOMATIC,4.0,Compact,31575
regular unleaded,6.0,AUTOMATIC,4.0,Compact,27775
regular unleaded,6.0,AUTOMATIC,2.0,Compact,26330
regular unleaded,6.0,AUTOMATIC,4.0,Compact,28330
regular unleaded,6.0,AUTOMATIC,4.0,Compact,25330
regular unleaded,6.0,AUTOMATIC,4.0,Compact,26830
regular unleaded,6.0,AUTOMATIC,2.0,Compact,26830
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27380
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26575
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,32330
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31430
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26480
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25675
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,37020
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31010
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,25675
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,26480
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,32780
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30780
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,31270
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,33270
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,28115
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30610
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,27405
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,32610
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,36620
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,38620
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,39550
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,38050
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,42150
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,43600
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,42850
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,44300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,44050
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,42600
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,43700
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,52000
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,45150
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,53400
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,44950
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,46400
premium unleaded (required),6.0,MANUAL,2.0,Midsize,50200
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,58000
premium unleaded (required),6.0,MANUAL,2.0,Midsize,51300
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,61450
premium unleaded (required),6.0,MANUAL,4.0,Midsize,37150
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,34550
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,32950
regular unleaded,4.0,MANUAL,4.0,Compact,2251
regular unleaded,4.0,MANUAL,4.0,Compact,2449
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22195
regular unleaded,4.0,MANUAL,4.0,Compact,21395
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24895
regular unleaded,4.0,MANUAL,4.0,Compact,24095
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22195
regular unleaded,4.0,MANUAL,4.0,Compact,21395
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33250
regular unleaded,6.0,MANUAL,2.0,Midsize,33800
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,33200
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31450
regular unleaded,6.0,MANUAL,4.0,Midsize,31200
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,33450
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,33450
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,33950
premium unleaded (required),6.0,MANUAL,2.0,Midsize,34050
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,31900
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,31450
premium unleaded (required),6.0,MANUAL,4.0,Midsize,32250
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,32250
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,34750
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,32700
premium unleaded (required),6.0,MANUAL,4.0,Midsize,33050
premium unleaded (required),6.0,MANUAL,2.0,Midsize,46950
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,54900
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,44350
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,35650
premium unleaded (required),6.0,MANUAL,2.0,Midsize,36200
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,34900
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,33700
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,33250
premium unleaded (required),6.0,MANUAL,4.0,Midsize,34250
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,43850
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,35750
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,38700
premium unleaded (required),6.0,MANUAL,2.0,Midsize,37000
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,35900
premium unleaded (required),6.0,MANUAL,2.0,Midsize,43900
premium unleaded (required),6.0,AUTOMATIC,2.0,Midsize,36650
regular unleaded,4.0,MANUAL,4.0,Compact,14335
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,26755
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,23100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,26960
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,23100
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,28580
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,24180
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,28960
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,21165
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,29060
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,24080
regular unleaded,6.0,AUTOMATIC,2.0,Midsize,28480
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,77900
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,69800
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,76050
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,70600
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,78550
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,77200
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,79700
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,71600
premium unleaded (required),4.0,AUTOMATIC,4.0,Compact,49900
premium unleaded (required),4.0,AUTOMATIC,4.0,Compact,32850
premium unleaded (required),4.0,AUTOMATIC,4.0,Compact,34850
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,38950
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,40950
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,65100
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,69650
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,64600
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,51100
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,53600
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,65650
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,52000
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,54500
premium unleaded (required),4.0,MANUAL,4.0,Compact,24300
premium unleaded (required),4.0,MANUAL,4.0,Compact,24300
premium unleaded (required),4.0,MANUAL,4.0,Compact,24300
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,37090
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,39090
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,39480
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,37480
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,37900
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,39900
regular unleaded,4.0,MANUAL,4.0,Compact,25850
regular unleaded,4.0,MANUAL,4.0,Compact,29430
regular unleaded,4.0,MANUAL,2.0,Compact,19295
regular unleaded,4.0,MANUAL,4.0,Compact,21295
regular unleaded,4.0,MANUAL,2.0,Compact,17995
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24895
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20995
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27395
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22395
regular unleaded,4.0,AUTOMATIC,2.0,Compact,20395
regular unleaded,4.0,AUTOMATIC,2.0,Compact,20675
regular unleaded,4.0,AUTOMATIC,4.0,Compact,27425
regular unleaded,4.0,AUTOMATIC,2.0,Compact,19595
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22625
regular unleaded,4.0,MANUAL,2.0,Compact,18495
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25225
regular unleaded,4.0,MANUAL,4.0,Compact,20175
regular unleaded,4.0,MANUAL,2.0,Compact,19575
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21275
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20995
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22695
regular unleaded,4.0,MANUAL,4.0,Compact,21595
regular unleaded,4.0,MANUAL,4.0,Compact,19895
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23449
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24949
regular unleaded,4.0,MANUAL,4.0,Compact,19299
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22549
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22899
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21099
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23949
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21399
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25249
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22299
regular unleaded,4.0,MANUAL,4.0,Compact,19499
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22849
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23749
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23799
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25949
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22349
regular unleaded,4.0,MANUAL,4.0,Compact,19949
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24449
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,53285
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,45615
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,46310
premium unleaded (required),4.0,AUTOMATIC,4.0,Midsize,53980
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,38875
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,38875
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,43150
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,45100
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,55070
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,48600
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,57330
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50850
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50000
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,54115
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50470
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50695
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,54810
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,50365
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,56555
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,60430
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,61330
premium unleaded (required),6.0,AUTOMATIC,4.0,Midsize,63080
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,47300
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,49790
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,47850
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,50340
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,50485
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,47870
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34750
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,31070
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44140
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38050
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,41650
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42680
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32530
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,29765
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33290
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,36590
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40190
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,34395
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,38775
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,30490
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,42375
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,44990
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,33475
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,43530
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,32015
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,40915
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,35855
regular unleaded,6.0,AUTOMATIC,4.0,Midsize,37315
regular unleaded,4.0,MANUAL,4.0,Compact,2000
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22065
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23365
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20015
regular unleaded,4.0,AUTOMATIC,4.0,Compact,25990
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21315
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24690
regular unleaded,4.0,MANUAL,4.0,Compact,19215
regular unleaded,4.0,MANUAL,4.0,Compact,21265
regular unleaded,4.0,AUTOMATIC,4.0,Compact,22215
regular unleaded,4.0,AUTOMATIC,4.0,Compact,23515
regular unleaded,4.0,AUTOMATIC,4.0,Compact,20165
regular unleaded,4.0,AUTOMATIC,4.0,Compact,26140
regular unleaded,4.0,AUTOMATIC,4.0,Compact,24840
regular unleaded,4.0,MANUAL,4.0,Compact,19365
regular unleaded,4.0,AUTOMATIC,4.0,Compact,21465
regular unleaded,4.0,MANUAL,4.0,Compact,21415
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,34650
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,37420
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,39100
regular unleaded,4.0,AUTOMATIC,4.0,Midsize,36330
